,Elapsed time(seconds),SpO2(%),hr (bpm)
151,151.000, 96.000, 84.000
152,152.000, 96.000, 83.000
153,153.000, 96.000, 83.000
154,154.000, 96.000, 83.000
155,155.000, 96.000, 82.000
156,156.000, 96.000, 82.000
157,157.000, 96.000, 81.000
158,158.000, 96.000, 81.000
159,159.000, 96.000, 81.000
160,160.000, 96.000, 81.000
161,161.000, 96.000, 80.000
162,162.000, 96.000, 80.000
163,163.000, 95.000, 81.000
164,164.000, 95.000, 81.000
165,165.000, 95.000, 81.000
166,166.000, 95.000, 82.000
167,167.000, 95.000, 82.000
168,168.000, 95.000, 82.000
169,169.000, 95.000, 82.000
170,170.000, 95.000, 82.000
171,171.000, 95.000, 82.000
172,172.000, 95.000, 81.000
173,173.000, 95.000, 81.000
174,174.000, 95.000, 82.000
175,175.000, 95.000, 81.000
176,176.000, 95.000, 81.000
177,177.000, 95.000, 81.000
178,178.000, 95.000, 81.000
179,179.000, 96.000, 81.000
180,180.000, 96.000, 81.000
181,181.000, 96.000, 82.000
182,182.000, 96.000, 83.000
183,183.000, 95.000, 84.000
184,184.000, 95.000, 84.000
185,185.000, 95.000, 84.000
186,186.000, 96.000, 84.000
187,187.000, 96.000, 84.000
188,188.000, 96.000, 84.000
189,189.000, 96.000, 84.000
190,190.000, 96.000, 83.000
191,191.000, 96.000, 83.000
192,192.000, 96.000, 83.000
193,193.000, 96.000, 84.000
194,194.000, 96.000, 84.000
195,195.000, 96.000, 84.000
196,196.000, 96.000, 84.000
197,197.000, 96.000, 84.000
198,198.000, 96.000, 84.000
199,199.000, 96.000, 83.000
200,200.000, 96.000, 83.000
201,201.000, 96.000, 84.000
202,202.000, 96.000, 84.000
203,203.000, 96.000, 84.000
204,204.000, 96.000, 84.000
205,205.000, 96.000, 85.000
206,206.000, 96.000, 85.000
207,207.000, 96.000, 85.000
208,208.000, 95.000, 85.000
209,209.000, 95.000, 85.000
210,210.000, 95.000, 85.000
211,211.000, 95.000, 85.000
212,212.000, 95.000, 86.000
213,213.000, 95.000, 86.000
214,214.000, 95.000, 86.000
215,215.000, 95.000, 85.000
216,216.000, 96.000, 85.000
217,217.000, 96.000, 85.000
218,218.000, 95.000, 85.000
219,219.000, 95.000, 85.000
220,220.000, 95.000, 82.000
221,221.000, 95.000, 81.000
222,222.000, 95.000, 79.000
223,223.000, 95.000, 79.000
224,224.000, 95.000, 78.000
225,225.000, 95.000, 79.000
226,226.000, 96.000, 79.000
227,227.000, 96.000, 80.000
228,228.000, 96.000, 82.000
229,229.000, 97.000, 84.000
230,230.000, 97.000, 84.000
231,231.000, 97.000, 85.000
232,232.000, 97.000, 85.000
233,233.000, 97.000, 85.000
234,234.000, 97.000, 85.000
235,235.000, 98.000, 85.000
236,236.000, 98.000, 85.000
237,237.000, 98.000, 85.000
238,238.000, 97.000, 85.000
239,239.000, 97.000, 85.000
240,240.000, 97.000, 85.000
241,241.000, 97.000, 85.000
242,242.000, 97.000, 85.000
243,243.000, 96.000, 85.000
244,244.000, 96.000, 85.000
245,245.000, 96.000, 86.000
246,246.000, 96.000, 85.000
247,247.000, 96.000, 85.000
248,248.000, 96.000, 84.000
249,249.000, 96.000, 84.000
250,250.000, 96.000, 84.000
251,251.000, 96.000, 83.000
252,252.000, 96.000, 83.000
253,253.000, 96.000, 83.000
254,254.000, 96.000, 83.000
255,255.000, 96.000, 83.000
256,256.000, 96.000, 83.000
257,257.000, 96.000, 84.000
258,258.000, 96.000, 83.000
259,259.000, 96.000, 83.000
260,260.000, 96.000, 83.000
261,261.000, 96.000, 84.000
262,262.000, 96.000, 83.000
263,263.000, 96.000, 83.000
264,264.000, 96.000, 83.000
265,265.000, 96.000, 83.000
266,266.000, 96.000, 83.000
267,267.000, 96.000, 83.000
268,268.000, 96.000, 84.000
269,269.000, 96.000, 85.000
270,270.000, 96.000, 85.000
271,271.000, 96.000, 85.000
272,272.000, 96.000, 85.000
273,273.000, 96.000, 85.000
274,274.000, 96.000, 85.000
275,275.000, 96.000, 85.000
276,276.000, 96.000, 85.000
277,277.000, 96.000, 85.000
278,278.000, 96.000, 85.000
279,279.000, 96.000, 85.000
280,280.000, 96.000, 85.000
281,281.000, 96.000, 85.000
282,282.000, 96.000, 85.000
283,283.000, 96.000, 85.000
284,284.000, 96.000, 85.000
285,285.000, 96.000, 85.000
286,286.000, 96.000, 85.000
287,287.000, 96.000, 84.000
288,288.000, 96.000, 84.000
289,289.000, 96.000, 85.000
290,290.000, 96.000, 85.000
291,291.000, 96.000, 85.000
292,292.000, 96.000, 86.000
293,293.000, 96.000, 86.000
294,294.000, 96.000, 86.000
295,295.000, 96.000, 87.000
296,296.000, 96.000, 87.000
297,297.000, 96.000, 87.000
298,298.000, 96.000, 87.000
299,299.000, 96.000, 87.000
300,300.000, 96.000, 87.000
301,301.000, 97.000, 96.000
302,302.000, 97.000, 96.000
303,303.000, 97.000, 96.000
304,304.000, 97.000, 98.000
305,305.000, 98.000,102.000
306,306.000, 98.000,105.000
307,307.000, 98.000,105.000
308,308.000, 98.000,107.000
309,309.000, 98.000,109.000
310,310.000, 98.000,110.000
311,311.000, 98.000,111.000
312,312.000, 98.000,112.000
313,313.000, 98.000,109.000
314,314.000, 97.000,103.000
315,315.000, 97.000,102.000
316,316.000, 97.000, 98.000
317,317.000, 97.000, 97.000
318,318.000, 97.000, 96.000
319,319.000, 97.000, 96.000
320,320.000, 97.000, 96.000
321,321.000, 97.000, 97.000
322,322.000, 96.000, 97.000
323,323.000, 97.000, 97.000
324,324.000, 97.000, 96.000
325,325.000, 97.000, 97.000
326,326.000, 96.000, 96.000
327,327.000, 96.000, 99.000
328,328.000, 96.000,100.000
329,329.000, 96.000,100.000
330,330.000, 96.000, 99.000
331,331.000, 96.000, 99.000
332,332.000, 96.000, 99.000
333,333.000, 96.000, 98.000
334,334.000, 96.000, 98.000
335,335.000, 96.000, 98.000
336,336.000, 96.000, 97.000
337,337.000, 96.000, 98.000
338,338.000, 96.000, 97.000
339,339.000, 97.000, 97.000
340,340.000, 97.000, 96.000
341,341.000, 97.000, 96.000
342,342.000, 97.000, 96.000
343,343.000, 96.000, 96.000
344,344.000, 96.000, 96.000
345,345.000, 96.000, 95.000
346,346.000, 96.000, 95.000
347,347.000, 96.000, 94.000
348,348.000, 95.000, 95.000
349,349.000, 95.000, 95.000
350,350.000, 95.000, 96.000
351,351.000, 95.000, 97.000
352,352.000, 95.000, 99.000
353,353.000, 95.000,100.000
354,354.000, 95.000,100.000
355,355.000, 95.000,101.000
356,356.000, 95.000,101.000
357,357.000, 95.000,100.000
358,358.000, 95.000, 96.000
359,359.000, 95.000, 95.000
360,360.000, 95.000, 92.000
361,361.000, 95.000, 91.000
362,362.000, 95.000, 90.000
363,363.000, 95.000, 90.000
364,364.000, 95.000, 90.000
365,365.000, 95.000, 90.000
366,366.000, 95.000, 90.000
367,367.000, 95.000, 90.000
368,368.000, 95.000, 90.000
369,369.000, 95.000, 90.000
370,370.000, 95.000, 90.000
371,371.000, 95.000, 90.000
372,372.000, 95.000, 90.000
373,373.000, 95.000, 90.000
374,374.000, 95.000, 90.000
375,375.000, 95.000, 90.000
376,376.000, 95.000, 90.000
377,377.000, 96.000, 94.000
378,378.000, 96.000, 98.000
379,379.000, 97.000, 99.000
380,380.000, 97.000, 98.000
381,381.000, 97.000, 98.000
382,382.000, 97.000, 98.000
383,383.000, 97.000, 97.000
384,384.000, 97.000, 99.000
385,385.000, 97.000,100.000
386,386.000, 97.000,100.000
387,387.000, 97.000,101.000
388,388.000, 97.000,101.000
389,389.000, 97.000,101.000
390,390.000, 97.000,102.000
391,391.000, 96.000,102.000
392,392.000, 96.000,103.000
393,393.000, 96.000,103.000
394,394.000, 96.000,104.000
395,395.000, 97.000,104.000
396,396.000, 97.000,103.000
397,397.000, 97.000,102.000
398,398.000, 97.000,101.000
399,399.000, 97.000, 99.000
400,400.000, 97.000, 99.000
401,401.000, 97.000, 98.000
402,402.000, 97.000, 98.000
403,403.000, 97.000, 99.000
404,404.000, 97.000, 99.000
405,405.000, 97.000, 99.000
406,406.000, 97.000,100.000
407,407.000, 97.000,100.000
408,408.000, 97.000,100.000
409,409.000, 97.000,100.000
410,410.000, 97.000,101.000
411,411.000, 96.000,102.000
412,412.000, 96.000,102.000
413,413.000, 97.000,101.000
414,414.000, 97.000,101.000
415,415.000, 97.000,100.000
416,416.000, 97.000,100.000
417,417.000, 96.000,101.000
418,418.000, 96.000,101.000
419,419.000, 96.000,100.000
420,420.000, 95.000,101.000
421,421.000, 95.000,102.000
422,422.000, 95.000,102.000
423,423.000, 95.000,101.000
424,424.000, 95.000,101.000
425,425.000, 95.000,100.000
426,426.000, 95.000, 99.000
427,427.000, 95.000, 99.000
428,428.000, 95.000, 98.000
429,429.000, 95.000, 98.000
430,430.000, 95.000, 98.000
431,431.000, 95.000, 98.000
432,432.000, 95.000, 98.000
433,433.000, 96.000, 99.000
434,434.000, 97.000,100.000
435,435.000, 96.000,100.000
436,436.000, 96.000,100.000
437,437.000, 96.000,101.000
438,438.000, 96.000,101.000
439,439.000, 96.000,101.000
440,440.000, 97.000,102.000
441,441.000, 97.000,102.000
442,442.000, 97.000,102.000
443,443.000, 97.000,105.000
444,444.000, 98.000,107.000
445,445.000, 97.000,108.000
446,446.000, 97.000,107.000
447,447.000, 97.000,105.000
448,448.000, 96.000,104.000
449,449.000, 96.000,104.000
450,450.000, 96.000,104.000
451,451.000, 95.000,105.000
452,452.000, 95.000,106.000
453,453.000, 95.000,105.000
454,454.000, 95.000,105.000
455,455.000, 95.000,107.000
456,456.000, 96.000,107.000
457,457.000, 95.000,108.000
458,458.000, 95.000,108.000
459,459.000, 95.000,108.000
460,460.000, 94.000,108.000
461,461.000, 95.000,107.000
462,462.000, 95.000,107.000
463,463.000, 95.000,105.000
464,464.000, 95.000,104.000
465,465.000, 95.000,104.000
466,466.000, 95.000,104.000
467,467.000, 96.000,104.000
468,468.000, 96.000,104.000
469,469.000, 96.000,105.000
470,470.000, 97.000,105.000
471,471.000, 97.000,105.000
472,472.000, 97.000,105.000
473,473.000, 97.000,103.000
474,474.000, 97.000,102.000
475,475.000, 97.000,102.000
476,476.000, 96.000,102.000
477,477.000, 96.000,103.000
478,478.000, 96.000,103.000
479,479.000, 96.000,104.000
480,480.000, 96.000,104.000
481,481.000, 96.000,105.000
482,482.000, 96.000,105.000
483,483.000, 95.000,106.000
484,484.000, 95.000,105.000
485,485.000, 96.000,105.000
486,486.000, 97.000,104.000
487,487.000, 97.000,104.000
488,488.000, 97.000,104.000
489,489.000, 97.000,104.000
490,490.000, 96.000,105.000
491,491.000, 96.000,105.000
492,492.000, 96.000,105.000
493,493.000, 96.000,105.000
494,494.000, 96.000,105.000
495,495.000, 97.000,104.000
496,496.000, 96.000,103.000
497,497.000, 96.000,103.000
498,498.000, 96.000,103.000
499,499.000, 96.000,103.000
500,500.000, 96.000,103.000
501,501.000, 96.000,102.000
502,502.000, 97.000,102.000
503,503.000, 96.000,103.000
504,504.000, 96.000,104.000
505,505.000, 96.000,103.000
506,506.000, 96.000,105.000
507,507.000, 96.000,105.000
508,508.000, 96.000,105.000
509,509.000, 97.000,105.000
510,510.000, 97.000,105.000
511,511.000, 97.000,105.000
512,512.000, 97.000,105.000
513,513.000, 97.000,105.000
514,514.000, 96.000,106.000
515,515.000, 97.000,106.000
516,516.000, 97.000,109.000
517,517.000, 97.000,109.000
518,518.000, 97.000,109.000
519,519.000, 96.000,109.000
520,520.000, 96.000,109.000
521,521.000, 96.000,109.000
522,522.000, 95.000,109.000
523,523.000, 95.000,108.000
524,524.000, 95.000,108.000
525,525.000, 95.000,106.000
526,526.000, 94.000,100.000
527,527.000, 94.000,100.000
528,528.000, 94.000,100.000
529,529.000, 94.000, 97.000
530,530.000, 94.000, 97.000
531,531.000, 94.000, 97.000
532,532.000, 95.000,101.000
533,533.000, 95.000,105.000
534,534.000, 95.000,110.000
535,535.000, 95.000,113.000
536,536.000, 95.000,115.000
537,537.000, 95.000,115.000
538,538.000, 95.000,116.000
539,539.000, 95.000,116.000
540,540.000, 95.000,116.000
541,541.000, 95.000,116.000
542,542.000, 95.000,117.000
543,543.000, 94.000,117.000
544,544.000, 94.000,116.000
545,545.000, 94.000,116.000
546,546.000, 94.000,116.000
547,547.000, 94.000,117.000
548,548.000, 95.000,118.000
549,549.000, 95.000,122.000
550,550.000, 95.000,122.000
551,551.000, 95.000,123.000
552,552.000, 95.000,124.000
553,553.000, 95.000,124.000
554,554.000, 95.000,124.000
555,555.000, 95.000,125.000
556,556.000, 95.000,125.000
557,557.000, 95.000,127.000
558,558.000, 94.000,127.000
559,559.000, 94.000,128.000
560,560.000, 94.000,130.000
561,561.000, 94.000,130.000
562,562.000, 94.000,130.000
563,563.000, 94.000,130.000
564,564.000, 94.000,131.000
565,565.000, 94.000,132.000
566,566.000, 94.000,132.000
567,567.000, 94.000,132.000
568,568.000, 94.000,132.000
569,569.000, 94.000,132.000
570,570.000, 94.000,132.000
571,571.000, 94.000,132.000
572,572.000, 94.000,132.000
573,573.000, 94.000,133.000
574,574.000, 94.000,133.000
575,575.000, 94.000,133.000
576,576.000, 94.000,134.000
577,577.000, 94.000,134.000
578,578.000, 94.000,134.000
579,579.000, 94.000,134.000
580,580.000, 94.000,134.000
581,581.000, 94.000,134.000
582,582.000, 94.000,134.000
583,583.000, 94.000,134.000
584,584.000, 94.000,134.000
585,585.000, 94.000,134.000
586,586.000, 94.000,134.000
587,587.000, 94.000,134.000
588,588.000, 94.000,134.000
589,589.000, 94.000,134.000
590,590.000, 94.000,134.000
591,591.000, 94.000,133.000
592,592.000, 94.000,126.000
593,593.000, 94.000,126.000
594,594.000, 94.000,126.000
595,595.000, 94.000,116.000
596,596.000, 94.000,116.000
597,597.000, 94.000,114.000
598,598.000, 94.000,109.000
599,599.000, 94.000,110.000
600,600.000, 94.000,110.000
601,601.000, 95.000,110.000
602,602.000, 95.000,110.000
603,603.000, 95.000,111.000
604,604.000, 95.000,111.000
605,605.000, 95.000,114.000
606,606.000, 95.000,114.000
607,607.000, 95.000,114.000
608,608.000, 96.000,115.000
609,609.000, 96.000,115.000
610,610.000, 96.000,115.000
611,611.000, 96.000,117.000
612,612.000, 96.000,117.000
613,613.000, 96.000,119.000
614,614.000, 96.000,121.000
615,615.000, 96.000,122.000
616,616.000, 96.000,122.000
617,617.000, 96.000,123.000
618,618.000, 96.000,125.000
619,619.000, 96.000,125.000
620,620.000, 96.000,125.000
621,621.000, 96.000,128.000
622,622.000, 96.000,128.000
623,623.000, 96.000,128.000
624,624.000, 96.000,128.000
625,625.000, 96.000,128.000
626,626.000, 95.000,128.000
627,627.000, 95.000,130.000
628,628.000, 96.000,106.000
629,629.000, 96.000,106.000
630,630.000, 96.000,106.000
631,631.000, 96.000,105.000
632,632.000, 96.000,104.000
633,633.000, 96.000,103.000
634,634.000, 96.000,103.000
635,635.000, 96.000,102.000
636,636.000, 96.000,101.000
637,637.000, 96.000,101.000
638,638.000, 96.000,101.000
639,639.000, 96.000,101.000
640,640.000, 96.000,102.000
641,641.000, 96.000,100.000
642,642.000, 96.000, 99.000
643,643.000, 96.000, 99.000
644,644.000, 96.000, 98.000
645,645.000, 96.000, 97.000
646,646.000, 96.000, 97.000
647,647.000, 96.000, 95.000
648,648.000, 96.000, 95.000
649,649.000, 96.000, 95.000
650,650.000, 96.000, 94.000
651,651.000, 96.000, 94.000
652,652.000, 96.000, 94.000
653,653.000, 96.000, 93.000
654,654.000, 96.000, 94.000
655,655.000, 96.000, 94.000
656,656.000, 96.000, 92.000
657,657.000, 96.000, 92.000
658,658.000, 96.000, 90.000
659,659.000, 96.000, 90.000
660,660.000, 96.000, 90.000
661,661.000, 96.000, 91.000
662,662.000, 96.000, 91.000
663,663.000, 96.000, 92.000
664,664.000, 96.000, 91.000
665,665.000, 96.000, 91.000
666,666.000, 96.000, 89.000
667,667.000, 96.000, 89.000
668,668.000, 97.000, 88.000
669,669.000, 97.000, 87.000
670,670.000, 97.000, 87.000
671,671.000, 97.000, 86.000
672,672.000, 97.000, 86.000
673,673.000, 97.000, 86.000
674,674.000, 97.000, 86.000
675,675.000, 97.000, 87.000
676,676.000, 97.000, 87.000
677,677.000, 96.000, 87.000
678,678.000, 96.000, 88.000
679,679.000, 96.000, 88.000
680,680.000, 96.000, 88.000
681,681.000, 96.000, 88.000
682,682.000, 96.000, 88.000
683,683.000, 96.000, 88.000
684,684.000, 96.000, 87.000
685,685.000, 96.000, 87.000
686,686.000, 97.000, 86.000
687,687.000, 97.000, 86.000
688,688.000, 96.000, 86.000
689,689.000, 96.000, 84.000
690,690.000, 96.000, 84.000
691,691.000, 96.000, 85.000
692,692.000, 96.000, 84.000
693,693.000, 96.000, 84.000
694,694.000, 96.000, 85.000
695,695.000, 96.000, 84.000
696,696.000, 96.000, 83.000
697,697.000, 96.000, 84.000
698,698.000, 96.000, 84.000
699,699.000, 96.000, 84.000
700,700.000, 96.000, 85.000
701,701.000, 96.000, 85.000
702,702.000, 96.000, 85.000
703,703.000, 96.000, 85.000
704,704.000, 96.000, 83.000
705,705.000, 96.000, 83.000
706,706.000, 96.000, 83.000
707,707.000, 96.000, 82.000
708,708.000, 96.000, 82.000
709,709.000, 96.000, 83.000
710,710.000, 96.000, 82.000
711,711.000, 96.000, 83.000
712,712.000, 96.000, 82.000
713,713.000, 96.000, 81.000
714,714.000, 96.000, 81.000
715,715.000, 96.000, 80.000
716,716.000, 96.000, 79.000
717,717.000, 96.000, 79.000
718,718.000, 96.000, 79.000
719,719.000, 96.000, 79.000
720,720.000, 96.000, 78.000
721,721.000, 96.000, 78.000
722,722.000, 96.000, 79.000
723,723.000, 96.000, 79.000
724,724.000, 96.000, 80.000
725,725.000, 96.000, 80.000
726,726.000, 96.000, 81.000
727,727.000, 96.000, 81.000
728,728.000, 96.000, 80.000
729,729.000, 96.000, 80.000
730,730.000, 96.000, 81.000
731,731.000, 96.000, 81.000
732,732.000, 96.000, 81.000
733,733.000, 96.000, 81.000
734,734.000, 96.000, 81.000
735,735.000, 96.000, 82.000
736,736.000, 96.000, 82.000
737,737.000, 96.000, 82.000
738,738.000, 96.000, 83.000
739,739.000, 96.000, 83.000
740,740.000, 96.000, 84.000
741,741.000, 96.000, 85.000
742,742.000, 96.000, 85.000
743,743.000, 96.000, 86.000
744,744.000, 96.000, 86.000
745,745.000, 96.000, 87.000
746,746.000, 96.000, 87.000
747,747.000, 96.000, 88.000
748,748.000, 96.000, 92.000
749,749.000, 96.000, 92.000
750,750.000, 96.000, 94.000
751,751.000, 96.000, 92.000
752,752.000, 97.000, 92.000
753,753.000, 97.000, 88.000
754,754.000, 96.000, 87.000
755,755.000, 96.000, 87.000
756,756.000, 96.000, 86.000
757,757.000, 96.000, 86.000
758,758.000, 96.000, 84.000
759,759.000, 96.000, 84.000
760,760.000, 97.000, 83.000
761,761.000, 97.000, 83.000
762,762.000, 97.000, 83.000
763,763.000, 97.000, 83.000
764,764.000, 97.000, 83.000
765,765.000, 97.000, 83.000
766,766.000, 97.000, 83.000
767,767.000, 97.000, 83.000
768,768.000, 97.000, 84.000
769,769.000, 97.000, 86.000
770,770.000, 97.000, 90.000
771,771.000, 97.000, 92.000
772,772.000, 97.000, 90.000
773,773.000, 97.000, 87.000
774,774.000, 97.000, 85.000
775,775.000, 97.000, 85.000
776,776.000, 97.000, 85.000
777,777.000, 97.000, 85.000
778,778.000, 97.000, 85.000
779,779.000, 97.000, 84.000
780,780.000, 97.000, 83.000
781,781.000, 96.000, 82.000
782,782.000, 96.000, 81.000
783,783.000, 96.000, 80.000
784,784.000, 96.000, 78.000
785,785.000, 96.000, 78.000
786,786.000, 96.000, 78.000
787,787.000, 96.000, 78.000
788,788.000, 96.000, 78.000
789,789.000, 96.000, 78.000
790,790.000, 96.000, 78.000
791,791.000, 96.000, 78.000
792,792.000, 96.000, 78.000
793,793.000, 96.000, 79.000
794,794.000, 96.000, 80.000
795,795.000, 96.000, 80.000
796,796.000, 96.000, 80.000
797,797.000, 96.000, 81.000
798,798.000, 96.000, 81.000
799,799.000, 95.000, 81.000
800,800.000, 95.000, 81.000
801,801.000, 95.000, 81.000
802,802.000, 95.000, 82.000
803,803.000, 95.000, 83.000
804,804.000, 96.000, 83.000
805,805.000, 95.000, 84.000
806,806.000, 96.000, 85.000
807,807.000, 96.000, 85.000
808,808.000, 96.000, 85.000
809,809.000, 96.000, 86.000
810,810.000, 96.000, 86.000
811,811.000, 96.000, 86.000
812,812.000, 96.000, 86.000
813,813.000, 96.000, 86.000
814,814.000, 96.000, 85.000
815,815.000, 96.000, 85.000
816,816.000, 96.000, 84.000
817,817.000, 96.000, 83.000
818,818.000, 96.000, 83.000
819,819.000, 96.000, 82.000
820,820.000, 96.000, 82.000
821,821.000, 96.000, 82.000
822,822.000, 96.000, 82.000
823,823.000, 96.000, 81.000
824,824.000, 96.000, 81.000
825,825.000, 96.000, 80.000
826,826.000, 96.000, 80.000
827,827.000, 96.000, 81.000
828,828.000, 96.000, 81.000
829,829.000, 96.000, 81.000
830,830.000, 96.000, 83.000
831,831.000, 96.000, 83.000
832,832.000, 96.000, 85.000
833,833.000, 96.000, 85.000
834,834.000, 96.000, 87.000
835,835.000, 96.000, 87.000
836,836.000, 96.000, 86.000
837,837.000, 96.000, 86.000
838,838.000, 96.000, 87.000
839,839.000, 96.000, 87.000
840,840.000, 96.000, 88.000
841,841.000, 96.000, 88.000
842,842.000, 96.000, 89.000
843,843.000, 96.000, 90.000
844,844.000, 96.000, 90.000
845,845.000, 96.000, 91.000
846,846.000, 96.000, 92.000
847,847.000, 96.000, 92.000
848,848.000, 96.000, 94.000
849,849.000, 96.000, 94.000
850,850.000, 96.000, 94.000
851,851.000, 96.000, 95.000
852,852.000, 96.000, 95.000
853,853.000, 96.000, 95.000
854,854.000, 96.000, 95.000
855,855.000, 96.000, 94.000
856,856.000, 96.000, 95.000
857,857.000, 96.000, 95.000
858,858.000, 96.000, 95.000
859,859.000, 96.000, 95.000
860,860.000, 96.000, 94.000
861,861.000, 96.000, 93.000
862,862.000, 96.000, 92.000
863,863.000, 96.000, 92.000
864,864.000, 96.000, 92.000
865,865.000, 96.000, 92.000
866,866.000, 96.000, 93.000
867,867.000, 96.000, 93.000
868,868.000, 96.000, 93.000
869,869.000, 95.000, 93.000
870,870.000, 95.000, 94.000
871,871.000, 95.000, 94.000
872,872.000, 95.000, 90.000
873,873.000, 95.000, 89.000
874,874.000, 95.000, 87.000
875,875.000, 95.000, 87.000
876,876.000, 96.000, 91.000
877,877.000, 96.000, 91.000
878,878.000, 96.000, 91.000
879,879.000, 96.000, 90.000
880,880.000, 97.000, 90.000
881,881.000, 97.000, 90.000
882,882.000, 97.000, 89.000
883,883.000, 97.000, 89.000
884,884.000, 97.000, 88.000
885,885.000, 97.000, 87.000
886,886.000, 97.000, 88.000
